"","age","gender","lg","id","vowel","step","target","response","RT"
"11998",35.5,"Female","Italian","68Italian","[y]",2,0,0,779.4
"12000",35.5,"Female","Italian","68Italian","[u]",6,0,1,594.3
"12001",35.5,"Female","Italian","68Italian","[y]",1,0,1,663
"12008",35.5,"Female","Italian","68Italian","[ʉ]",6,0,1,718.1
"12011",35.5,"Female","Italian","68Italian","[y]",7,0,1,535
"12014",35.5,"Female","Italian","68Italian","[ʉ]",4,0,1,659
"12016",35.5,"Female","Italian","68Italian","[u]",4,0,1,486.3
"12019",35.5,"Female","Italian","68Italian","[i]",0,0,0,535.4
"12025",35.5,"Female","Italian","68Italian","[u]",0,0,0,551.9
"12028",35.5,"Female","Italian","68Italian","[y]",5,0,0,595.2
"12034",35.5,"Female","Italian","68Italian","[ʉ]",0,0,0,450.2
"12037",35.5,"Female","Italian","68Italian","[ʉ]",0,0,0,590.8
"12039",35.5,"Female","Italian","68Italian","[ʉ]",3,0,1,474.2
"12043",35.5,"Female","Italian","68Italian","[ʉ]",1,0,0,419.9
"12055",35.5,"Female","Italian","68Italian","[u]",1,0,1,530.2
"12059",35.5,"Female","Italian","68Italian","[u]",2,0,1,581.5
"12068",35.5,"Female","Italian","68Italian","[y]",6,0,1,808.7
"12074",35.5,"Female","Italian","68Italian","[y]",3,0,1,654.6
"12078",35.5,"Female","Italian","68Italian","[i]",0,0,0,643.8
"12080",35.5,"Female","Italian","68Italian","[ʉ]",5,0,1,667.3
"12081",35.5,"Female","Italian","68Italian","[y]",0,0,0,441.7
"12089",35.5,"Female","Italian","68Italian","[u]",8,0,1,482.6
"12090",35.5,"Female","Italian","68Italian","[u]",5,0,1,670.3
"12091",35.5,"Female","Italian","68Italian","[u]",3,0,1,479.7
"12100",21.5,"Male","Italian","43Italian","[ʉ]",5,0,1,436.6
"12102",21.5,"Male","Italian","43Italian","[ʉ]",0,0,0,386.8
"12105",21.5,"Male","Italian","43Italian","[u]",7,0,1,333.6
"12118",21.5,"Male","Italian","43Italian","[ʉ]",2,0,0,361
"12123",21.5,"Male","Italian","43Italian","[y]",8,0,1,876.2
"12124",21.5,"Male","Italian","43Italian","[u]",8,0,1,948
"12131",21.5,"Male","Italian","43Italian","[ʉ]",4,0,0,432.6
"12133",21.5,"Male","Italian","43Italian","[y]",0,0,0,213.5
"12135",21.5,"Male","Italian","43Italian","[y]",0,0,0,117.1
"12138",21.5,"Male","Italian","43Italian","[y]",4,0,1,447.3
"12140",21.5,"Male","Italian","43Italian","[ʉ]",1,0,0,337.8
"12142",21.5,"Male","Italian","43Italian","[y]",2,0,0,394.3
"12146",21.5,"Male","Italian","43Italian","[y]",7,0,1,330.6
"12148",21.5,"Male","Italian","43Italian","[y]",3,0,1,678.2
"12152",21.5,"Male","Italian","43Italian","[u]",5,0,1,356.1
"12157",21.5,"Male","Italian","43Italian","[ʉ]",3,0,1,675.8
"12159",21.5,"Male","Italian","43Italian","[u]",6,0,1,448.2
"12160",21.5,"Male","Italian","43Italian","[y]",5,0,0,443.1
"12168",21.5,"Male","Italian","43Italian","[u]",0,0,0,203.5
"12170",21.5,"Male","Italian","43Italian","[u]",0,0,0,319
"12173",21.5,"Male","Italian","43Italian","[i]",0,0,0,307.4
"12178",21.5,"Male","Italian","43Italian","[ʉ]",6,0,1,1117.4
"12184",21.5,"Male","Italian","43Italian","[y]",1,0,0,367.8
"12186",21.5,"Male","Italian","43Italian","[i]",0,0,0,94.5
"12188",21.5,"Male","Italian","43Italian","[u]",3,0,1,380.2
"12194",21.5,"Male","Italian","43Italian","[u]",1,0,0,337.8
"12219",21.5,"Male","Italian","43Italian","[u]",2,0,0,343.7
"12222",21.5,"Male","Italian","43Italian","[y]",6,0,1,490.2
"12224",21.5,"Male","Italian","43Italian","[u]",4,0,1,986.2
"12230",21.5,"Male","Italian","43Italian","[ʉ]",0,0,0,343.7
"12249",21.5,"Female","Italian","86Italian","[y]",7,0,1,1050.5
"12250",21.5,"Female","Italian","86Italian","[y]",1,0,0,276.5
"12251",21.5,"Female","Italian","86Italian","[u]",2,0,1,608
"12256",21.5,"Female","Italian","86Italian","[ʉ]",2,0,0,495.4
"12257",21.5,"Female","Italian","86Italian","[u]",6,0,1,423.1
"12260",21.5,"Female","Italian","86Italian","[ʉ]",3,0,0,406
"12262",21.5,"Female","Italian","86Italian","[ʉ]",0,0,0,340.1
"12269",21.5,"Female","Italian","86Italian","[u]",5,0,1,388.5
"12270",21.5,"Female","Italian","86Italian","[ʉ]",4,0,1,443.4
"12271",21.5,"Female","Italian","86Italian","[i]",0,0,0,306.1
"12272",21.5,"Female","Italian","86Italian","[u]",1,0,0,369.7
"12284",21.5,"Female","Italian","86Italian","[y]",4,0,1,425.9
"12294",21.5,"Female","Italian","86Italian","[y]",0,0,0,97.6
"12302",21.5,"Female","Italian","86Italian","[y]",3,0,1,1060.6
"12304",21.5,"Female","Italian","86Italian","[ʉ]",5,0,1,552.2
"12305",21.5,"Female","Italian","86Italian","[u]",7,0,1,702.6
"12316",21.5,"Female","Italian","86Italian","[u]",3,0,1,477.1
"12318",21.5,"Female","Italian","86Italian","[u]",8,0,1,239.6
"12320",21.5,"Female","Italian","86Italian","[u]",0,0,0,951
"12322",21.5,"Female","Italian","86Italian","[y]",2,0,0,147.3
"12323",21.5,"Female","Italian","86Italian","[y]",0,0,0,616
"12324",21.5,"Female","Italian","86Italian","[i]",0,0,0,950
"12326",21.5,"Female","Italian","86Italian","[y]",5,0,1,652.6
"12352",21.5,"Female","Italian","86Italian","[u]",0,0,0,615.3
"12354",21.5,"Female","Italian","86Italian","[ʉ]",0,0,0,629.9
"12371",21.5,"Female","Italian","86Italian","[ʉ]",6,0,1,1137.2
"12373",21.5,"Female","Italian","86Italian","[y]",8,0,1,799.2
"12381",21.5,"Female","Italian","86Italian","[ʉ]",1,0,0,654.7
"12383",21.5,"Female","Italian","86Italian","[u]",4,0,1,665.1
"12384",21.5,"Female","Italian","86Italian","[y]",6,0,1,520.5
"12387",35.5,"Female","Italian","23Italian","[y]",0,0,0,491.6
"12388",35.5,"Female","Italian","23Italian","[ʉ]",6,0,1,399.4
"12391",35.5,"Female","Italian","23Italian","[u]",8,0,1,420.7
"12393",35.5,"Female","Italian","23Italian","[u]",3,0,1,418.2
"12397",35.5,"Female","Italian","23Italian","[y]",7,0,1,598.9
"12398",35.5,"Female","Italian","23Italian","[y]",2,0,1,421.6
"12404",35.5,"Female","Italian","23Italian","[ʉ]",2,0,0,425.9
"12406",35.5,"Female","Italian","23Italian","[ʉ]",0,0,0,544.1
"12417",35.5,"Female","Italian","23Italian","[y]",8,0,1,554
"12420",35.5,"Female","Italian","23Italian","[u]",5,0,1,762.9
"12423",35.5,"Female","Italian","23Italian","[u]",2,0,0,387.7
"12426",35.5,"Female","Italian","23Italian","[u]",6,0,1,512.2
"12429",35.5,"Female","Italian","23Italian","[ʉ]",3,0,0,567.9
"12430",35.5,"Female","Italian","23Italian","[u]",0,0,0,374.6
"12441",35.5,"Female","Italian","23Italian","[y]",4,0,1,394.7
"12443",35.5,"Female","Italian","23Italian","[ʉ]",0,0,0,431.6
"12444",35.5,"Female","Italian","23Italian","[i]",0,0,0,336.8
"12447",35.5,"Female","Italian","23Italian","[ʉ]",4,0,1,406.8
"12454",35.5,"Female","Italian","23Italian","[y]",3,0,0,390.9
"12456",35.5,"Female","Italian","23Italian","[y]",0,0,0,386.6
"12458",35.5,"Female","Italian","23Italian","[y]",1,0,0,432.1
"12477",35.5,"Female","Italian","23Italian","[ʉ]",5,0,1,474.4
"12485",35.5,"Female","Italian","23Italian","[i]",0,0,0,342
"12490",35.5,"Female","Italian","23Italian","[y]",5,0,1,383.6
"12491",35.5,"Female","Italian","23Italian","[u]",4,0,1,385
"12496",35.5,"Female","Italian","23Italian","[y]",6,0,1,278.9
"12500",35.5,"Female","Italian","23Italian","[ʉ]",1,0,0,541.1
"12515",35.5,"Female","Italian","23Italian","[u]",7,0,1,340.7
"12516",35.5,"Female","Italian","23Italian","[u]",0,0,0,436.6
"12525",35.5,"Female","Italian","23Italian","[u]",1,0,0,439.4
"12531",35.5,"Male","Italian","22Italian","[u]",4,0,1,338.2
"12533",35.5,"Male","Italian","22Italian","[y]",2,0,0,372.6
"12534",35.5,"Male","Italian","22Italian","[u]",2,0,1,577
"12548",35.5,"Male","Italian","22Italian","[ʉ]",4,0,0,370
"12560",35.5,"Male","Italian","22Italian","[ʉ]",5,0,1,403.6
"12564",35.5,"Male","Italian","22Italian","[u]",0,0,0,486.5
"12568",35.5,"Male","Italian","22Italian","[y]",4,0,0,350.5
"12572",35.5,"Male","Italian","22Italian","[y]",0,0,0,634.5
"12574",35.5,"Male","Italian","22Italian","[ʉ]",0,0,0,497.5
"12577",35.5,"Male","Italian","22Italian","[u]",5,0,1,356.8
"12578",35.5,"Male","Italian","22Italian","[y]",6,0,0,648.1
"12582",35.5,"Male","Italian","22Italian","[ʉ]",3,0,1,369
"12591",35.5,"Male","Italian","22Italian","[y]",8,0,1,489.5
"12592",35.5,"Male","Italian","22Italian","[y]",1,0,0,287
"12593",35.5,"Male","Italian","22Italian","[i]",0,0,0,326.6
"12603",35.5,"Male","Italian","22Italian","[u]",7,0,1,632.9
"12605",35.5,"Male","Italian","22Italian","[u]",6,0,1,414.9
"12608",35.5,"Male","Italian","22Italian","[ʉ]",0,0,0,351.8
"12616",35.5,"Male","Italian","22Italian","[ʉ]",2,0,0,355.6
"12634",35.5,"Male","Italian","22Italian","[y]",3,0,0,389.2
"12636",35.5,"Male","Italian","22Italian","[ʉ]",1,0,0,535.9
"12642",35.5,"Male","Italian","22Italian","[u]",3,0,1,409.7
"12645",35.5,"Male","Italian","22Italian","[y]",0,0,0,319.1
"12648",35.5,"Male","Italian","22Italian","[i]",0,0,0,458.4
"12651",35.5,"Male","Italian","22Italian","[ʉ]",6,0,1,495.5
"12652",35.5,"Male","Italian","22Italian","[u]",8,0,1,430.8
"12657",35.5,"Male","Italian","22Italian","[y]",5,0,1,705
"12668",35.5,"Male","Italian","22Italian","[y]",7,0,1,428.7
"12669",35.5,"Male","Italian","22Italian","[u]",1,0,0,334.5
"12671",35.5,"Male","Italian","22Italian","[u]",0,0,0,335.4
"12675",21.5,"Female","Italian","34Italian","[ʉ]",3,0,1,698.7
"12676",21.5,"Female","Italian","34Italian","[u]",6,0,1,509.7
"12685",21.5,"Female","Italian","34Italian","[y]",7,0,1,514.2
"12687",21.5,"Female","Italian","34Italian","[u]",8,0,1,516.4
"12690",21.5,"Female","Italian","34Italian","[u]",2,0,0,597.2
"12692",21.5,"Female","Italian","34Italian","[u]",1,0,0,612.5
"12696",21.5,"Female","Italian","34Italian","[ʉ]",0,0,0,466.2
"12698",21.5,"Female","Italian","34Italian","[u]",7,0,1,505
"12705",21.5,"Female","Italian","34Italian","[u]",0,0,0,232.2
"12708",21.5,"Female","Italian","34Italian","[y]",2,0,0,437.2
"12713",21.5,"Female","Italian","34Italian","[ʉ]",4,0,0,972.7
"12723",21.5,"Female","Italian","34Italian","[u]",0,0,0,540.9
"12724",21.5,"Female","Italian","34Italian","[i]",0,0,0,486.5
"12725",21.5,"Female","Italian","34Italian","[y]",8,0,1,508.5
"12726",21.5,"Female","Italian","34Italian","[y]",6,0,1,555.7
"12727",21.5,"Female","Italian","34Italian","[i]",0,0,0,344.6
"12728",21.5,"Female","Italian","34Italian","[u]",4,0,1,366
"12737",21.5,"Female","Italian","34Italian","[ʉ]",1,0,0,469.4
"12739",21.5,"Female","Italian","34Italian","[ʉ]",5,0,1,516.1
"12745",21.5,"Female","Italian","34Italian","[u]",5,0,1,461.6
"12750",21.5,"Female","Italian","34Italian","[y]",0,0,0,543.9
"12752",21.5,"Female","Italian","34Italian","[y]",5,0,1,614.6
"12760",21.5,"Female","Italian","34Italian","[y]",1,0,0,394.1
"12761",21.5,"Female","Italian","34Italian","[u]",3,0,1,396.4
"12767",21.5,"Female","Italian","34Italian","[y]",0,0,0,465.1
"12769",21.5,"Female","Italian","34Italian","[y]",4,0,1,432.7
"12780",21.5,"Female","Italian","34Italian","[ʉ]",0,0,0,462.8
"12788",21.5,"Female","Italian","34Italian","[y]",3,0,0,374.4
"12793",21.5,"Female","Italian","34Italian","[ʉ]",2,0,0,433.7
"12806",21.5,"Female","Italian","34Italian","[ʉ]",6,0,1,542.4
"12822",21.5,"Female","Italian","35Italian","[u]",6,0,1,428.1
"12841",21.5,"Female","Italian","35Italian","[y]",3,0,1,668.9
"12842",21.5,"Female","Italian","35Italian","[u]",5,0,1,415.9
"12843",21.5,"Female","Italian","35Italian","[i]",0,0,0,344.8
"12844",21.5,"Female","Italian","35Italian","[y]",4,0,0,392
"12846",21.5,"Female","Italian","35Italian","[y]",1,0,0,415.6
"12847",21.5,"Female","Italian","35Italian","[y]",2,0,0,724
"12854",21.5,"Female","Italian","35Italian","[ʉ]",0,0,0,346.3
"12855",21.5,"Female","Italian","35Italian","[u]",0,0,0,363.3
"12862",21.5,"Female","Italian","35Italian","[ʉ]",2,0,0,457.7
"12866",21.5,"Female","Italian","35Italian","[u]",3,0,1,466.6
"12868",21.5,"Female","Italian","35Italian","[u]",7,0,1,442.1
"12871",21.5,"Female","Italian","35Italian","[i]",0,0,0,346.3
"12884",21.5,"Female","Italian","35Italian","[ʉ]",5,0,0,487.4
"12888",21.5,"Female","Italian","35Italian","[y]",6,0,1,521.7
"12897",21.5,"Female","Italian","35Italian","[u]",0,0,0,453.4
"12900",21.5,"Female","Italian","35Italian","[ʉ]",1,0,0,347.5
"12905",21.5,"Female","Italian","35Italian","[y]",0,0,0,357.8
"12907",21.5,"Female","Italian","35Italian","[ʉ]",4,0,0,412.6
"12912",21.5,"Female","Italian","35Italian","[u]",2,0,1,366.9
"12915",21.5,"Female","Italian","35Italian","[u]",1,0,0,295.6
"12916",21.5,"Female","Italian","35Italian","[y]",8,0,1,428.6
"12920",21.5,"Female","Italian","35Italian","[u]",4,0,1,398.9
"12926",21.5,"Female","Italian","35Italian","[ʉ]",0,0,0,608.1
"12932",21.5,"Female","Italian","35Italian","[ʉ]",6,0,1,944.6
"12934",21.5,"Female","Italian","35Italian","[y]",7,0,1,698
"12938",21.5,"Female","Italian","35Italian","[u]",8,0,1,173.3
"12950",21.5,"Female","Italian","35Italian","[ʉ]",3,0,0,425.8
"12954",21.5,"Female","Italian","35Italian","[y]",0,0,0,356.2
"12959",21.5,"Female","Italian","35Italian","[y]",5,0,0,488.8
"12966",21.5,"Male","Italian","25Italian","[u]",3,0,1,411
"12967",21.5,"Male","Italian","25Italian","[y]",2,0,0,595
"12970",21.5,"Male","Italian","25Italian","[u]",2,0,0,563
"12971",21.5,"Male","Italian","25Italian","[ʉ]",6,0,1,486
"12973",21.5,"Male","Italian","25Italian","[y]",1,0,0,434
"12977",21.5,"Male","Italian","25Italian","[i]",0,0,0,355
"12980",21.5,"Male","Italian","25Italian","[ʉ]",4,0,1,199
"12984",21.5,"Male","Italian","25Italian","[y]",0,0,0,445
"12989",21.5,"Male","Italian","25Italian","[ʉ]",3,0,1,553
"12992",21.5,"Male","Italian","25Italian","[ʉ]",2,0,0,446
"12997",21.5,"Male","Italian","25Italian","[i]",0,0,0,1008
"13011",21.5,"Male","Italian","25Italian","[u]",1,0,1,359
"13015",21.5,"Male","Italian","25Italian","[u]",8,0,1,397
"13017",21.5,"Male","Italian","25Italian","[u]",4,0,1,397
"13018",21.5,"Male","Italian","25Italian","[u]",6,0,1,190
"13026",21.5,"Male","Italian","25Italian","[ʉ]",0,0,0,396
"13027",21.5,"Male","Italian","25Italian","[y]",6,0,0,699
"13037",21.5,"Male","Italian","25Italian","[ʉ]",1,0,0,646
"13040",21.5,"Male","Italian","25Italian","[y]",8,0,1,474
"13043",21.5,"Male","Italian","25Italian","[u]",5,0,1,427
"13044",21.5,"Male","Italian","25Italian","[u]",0,0,0,264
"13045",21.5,"Male","Italian","25Italian","[ʉ]",5,0,1,459
"13050",21.5,"Male","Italian","25Italian","[y]",0,0,0,398
"13054",21.5,"Male","Italian","25Italian","[u]",0,0,0,423
"13059",21.5,"Male","Italian","25Italian","[u]",7,0,1,438
"13081",21.5,"Male","Italian","25Italian","[y]",5,0,0,707
"13088",21.5,"Male","Italian","25Italian","[y]",7,0,1,465
"13089",21.5,"Male","Italian","25Italian","[ʉ]",0,0,0,440
"13095",21.5,"Male","Italian","25Italian","[y]",3,0,0,727
"13104",21.5,"Male","Italian","25Italian","[y]",4,0,0,452
"13107",21.5,"Female","Italian","19Italian","[u]",1,0,1,444.7
"13118",21.5,"Female","Italian","19Italian","[ʉ]",5,0,1,491.6
"13120",21.5,"Female","Italian","19Italian","[y]",6,0,1,411.6
"13134",21.5,"Female","Italian","19Italian","[ʉ]",1,0,0,404
"13135",21.5,"Female","Italian","19Italian","[u]",7,0,1,500.4
"13138",21.5,"Female","Italian","19Italian","[u]",4,0,1,575.4
"13151",21.5,"Female","Italian","19Italian","[i]",0,0,0,1007
"13152",21.5,"Female","Italian","19Italian","[u]",3,0,1,429.7
"13153",21.5,"Female","Italian","19Italian","[y]",3,0,0,462
"13159",21.5,"Female","Italian","19Italian","[u]",5,0,1,425.5
"13160",21.5,"Female","Italian","19Italian","[y]",5,0,1,672.5
"13165",21.5,"Female","Italian","19Italian","[ʉ]",0,0,0,586.3
"13167",21.5,"Female","Italian","19Italian","[ʉ]",6,0,1,486.4
"13172",21.5,"Female","Italian","19Italian","[y]",1,0,0,329.5
"13175",21.5,"Female","Italian","19Italian","[ʉ]",2,0,0,553.4
"13176",21.5,"Female","Italian","19Italian","[y]",4,0,1,511.5
"13185",21.5,"Female","Italian","19Italian","[y]",2,0,0,922.6
"13186",21.5,"Female","Italian","19Italian","[y]",8,0,1,637.9
"13188",21.5,"Female","Italian","19Italian","[ʉ]",4,0,1,246.2
"13191",21.5,"Female","Italian","19Italian","[y]",0,0,0,99.3
"13192",21.5,"Female","Italian","19Italian","[ʉ]",0,0,0,557.1
"13195",21.5,"Female","Italian","19Italian","[y]",0,0,1,589
"13213",21.5,"Female","Italian","19Italian","[i]",0,0,0,380.3
"13222",21.5,"Female","Italian","19Italian","[ʉ]",3,0,1,158.8
"13227",21.5,"Female","Italian","19Italian","[u]",0,0,0,416.5
"13228",21.5,"Female","Italian","19Italian","[y]",7,0,1,924.1
"13235",21.5,"Female","Italian","19Italian","[u]",0,0,0,652.6
"13238",21.5,"Female","Italian","19Italian","[u]",6,0,1,905.8
"13240",21.5,"Female","Italian","19Italian","[u]",8,0,1,682.7
"13248",21.5,"Female","Italian","19Italian","[u]",2,0,0,581.6
"13264",35.5,"Female","Italian","18Italian","[ʉ]",6,0,1,477.6
"13281",35.5,"Female","Italian","18Italian","[ʉ]",1,0,0,440.1
"13285",35.5,"Female","Italian","18Italian","[y]",0,0,0,466.2
"13288",35.5,"Female","Italian","18Italian","[y]",0,0,0,437.1
"13294",35.5,"Female","Italian","18Italian","[ʉ]",2,0,0,386.6
"13296",35.5,"Female","Italian","18Italian","[u]",6,0,1,425.9
"13299",35.5,"Female","Italian","18Italian","[ʉ]",0,0,0,593.3
"13304",35.5,"Female","Italian","18Italian","[u]",0,0,0,466.5
"13306",35.5,"Female","Italian","18Italian","[y]",2,0,0,1067.9
"13308",35.5,"Female","Italian","18Italian","[y]",5,0,1,615.3
"13311",35.5,"Female","Italian","18Italian","[u]",2,0,0,456.5
"13312",35.5,"Female","Italian","18Italian","[u]",5,0,1,415.7
"13315",35.5,"Female","Italian","18Italian","[u]",1,0,1,523.6
"13320",35.5,"Female","Italian","18Italian","[y]",4,0,0,406.3
"13324",35.5,"Female","Italian","18Italian","[y]",8,0,1,597.4
"13325",35.5,"Female","Italian","18Italian","[i]",0,0,0,335.2
"13347",35.5,"Female","Italian","18Italian","[u]",0,0,0,385.3
"13348",35.5,"Female","Italian","18Italian","[y]",3,0,0,485.8
"13349",35.5,"Female","Italian","18Italian","[y]",6,0,0,715.3
"13352",35.5,"Female","Italian","18Italian","[ʉ]",5,0,1,614.3
"13358",35.5,"Female","Italian","18Italian","[y]",7,0,1,649.6
"13360",35.5,"Female","Italian","18Italian","[u]",3,0,1,644
"13363",35.5,"Female","Italian","18Italian","[ʉ]",0,0,0,967.2
"13365",35.5,"Female","Italian","18Italian","[y]",1,0,0,581.7
"13377",35.5,"Female","Italian","18Italian","[u]",8,0,1,743.9
"13379",35.5,"Female","Italian","18Italian","[ʉ]",4,0,1,551.4
"13380",35.5,"Female","Italian","18Italian","[i]",0,0,0,233.8
"13381",35.5,"Female","Italian","18Italian","[u]",7,0,1,806.7
"13384",35.5,"Female","Italian","18Italian","[ʉ]",3,0,1,619.7
"13390",35.5,"Female","Italian","18Italian","[u]",4,0,1,825.9
"13395",21.5,"Male","Italian","26Italian","[u]",0,0,0,309.7
"13400",21.5,"Male","Italian","26Italian","[u]",6,0,1,432
"13403",21.5,"Male","Italian","26Italian","[y]",2,0,0,364.4
"13405",21.5,"Male","Italian","26Italian","[y]",6,0,1,397.4
"13416",21.5,"Male","Italian","26Italian","[ʉ]",5,0,1,438.5
"13423",21.5,"Male","Italian","26Italian","[y]",1,0,0,771
"13425",21.5,"Male","Italian","26Italian","[y]",8,0,0,872.4
"13427",21.5,"Male","Italian","26Italian","[ʉ]",0,0,0,117.7
"13438",21.5,"Male","Italian","26Italian","[u]",3,0,1,298.5
"13439",21.5,"Male","Italian","26Italian","[y]",4,0,0,371.9
"13440",21.5,"Male","Italian","26Italian","[ʉ]",1,0,0,329.5
"13443",21.5,"Male","Italian","26Italian","[y]",7,0,0,434.4
"13459",21.5,"Male","Italian","26Italian","[u]",2,0,0,299.3
"13461",21.5,"Male","Italian","26Italian","[u]",8,0,1,222.5
"13471",21.5,"Male","Italian","26Italian","[ʉ]",2,0,0,423.7
"13476",21.5,"Male","Italian","26Italian","[u]",4,0,1,673.2
"13480",21.5,"Male","Italian","26Italian","[y]",0,0,1,386.7
"13482",21.5,"Male","Italian","26Italian","[u]",5,0,1,363.1
"13484",21.5,"Male","Italian","26Italian","[y]",0,0,0,362.1
"13489",21.5,"Male","Italian","26Italian","[ʉ]",0,0,0,594.5
"13496",21.5,"Male","Italian","26Italian","[i]",0,0,0,148.9
"13497",21.5,"Male","Italian","26Italian","[u]",1,0,0,218.1
"13499",21.5,"Male","Italian","26Italian","[ʉ]",6,0,1,449.6
"13502",21.5,"Male","Italian","26Italian","[ʉ]",4,0,1,371.3
"13509",21.5,"Male","Italian","26Italian","[u]",7,0,1,313.6
"13513",21.5,"Male","Italian","26Italian","[y]",3,0,0,111.2
"13518",21.5,"Male","Italian","26Italian","[i]",0,0,0,322.1
"13522",21.5,"Male","Italian","26Italian","[y]",5,0,1,775.1
"13531",21.5,"Male","Italian","26Italian","[ʉ]",3,0,1,433.3
"13534",21.5,"Male","Italian","26Italian","[u]",0,0,0,73.4
"13538",35.5,"Female","Italian","17Italian","[ʉ]",1,0,0,640.9
"13540",35.5,"Female","Italian","17Italian","[u]",6,0,1,866.5
"13542",35.5,"Female","Italian","17Italian","[u]",0,0,1,862.3
"13545",35.5,"Female","Italian","17Italian","[ʉ]",5,0,1,698
"13548",35.5,"Female","Italian","17Italian","[ʉ]",2,0,1,477
"13552",35.5,"Female","Italian","17Italian","[i]",0,0,0,457.6
"13554",35.5,"Female","Italian","17Italian","[y]",6,0,1,807.6
"13558",35.5,"Female","Italian","17Italian","[i]",0,0,0,472.2
"13560",35.5,"Female","Italian","17Italian","[y]",0,0,0,438
"13561",35.5,"Female","Italian","17Italian","[u]",5,0,1,554.6
"13564",35.5,"Female","Italian","17Italian","[y]",4,0,1,1003.7
"13567",35.5,"Female","Italian","17Italian","[y]",3,0,1,557.1
"13570",35.5,"Female","Italian","17Italian","[u]",2,0,0,465.8
"13571",35.5,"Female","Italian","17Italian","[ʉ]",0,0,0,522.7
"13572",35.5,"Female","Italian","17Italian","[y]",5,0,1,632.5
"13576",35.5,"Female","Italian","17Italian","[u]",0,0,0,465.2
"13583",35.5,"Female","Italian","17Italian","[u]",4,0,1,687.8
"13599",35.5,"Female","Italian","17Italian","[ʉ]",6,0,1,522.5
"13600",35.5,"Female","Italian","17Italian","[u]",7,0,1,646.1
"13602",35.5,"Female","Italian","17Italian","[y]",1,0,0,749.4
"13615",35.5,"Female","Italian","17Italian","[y]",8,0,1,504.8
"13618",35.5,"Female","Italian","17Italian","[y]",0,0,0,695.3
"13619",35.5,"Female","Italian","17Italian","[ʉ]",3,0,1,472.6
"13620",35.5,"Female","Italian","17Italian","[y]",2,0,1,596.1
"13623",35.5,"Female","Italian","17Italian","[u]",8,0,1,496
"13629",35.5,"Female","Italian","17Italian","[ʉ]",0,0,0,450
"13636",35.5,"Female","Italian","17Italian","[ʉ]",4,0,1,512.9
"13646",35.5,"Female","Italian","17Italian","[y]",7,0,1,498
"13653",35.5,"Female","Italian","17Italian","[u]",1,0,0,586
"13666",35.5,"Female","Italian","17Italian","[u]",3,0,1,461.3
"13681",21.5,"Male","Italian","39Italian","[u]",3,0,1,659.8
"13686",21.5,"Male","Italian","39Italian","[y]",3,0,0,399.6
"13689",21.5,"Male","Italian","39Italian","[u]",2,0,0,362.9
"13692",21.5,"Male","Italian","39Italian","[ʉ]",4,0,0,528.4
"13693",21.5,"Male","Italian","39Italian","[u]",1,0,0,329.2
"13701",21.5,"Male","Italian","39Italian","[ʉ]",5,0,1,640.4
"13703",21.5,"Male","Italian","39Italian","[u]",5,0,1,415.5
"13704",21.5,"Male","Italian","39Italian","[y]",4,0,0,402.3
"13725",21.5,"Male","Italian","39Italian","[y]",1,0,0,423.4
"13734",21.5,"Male","Italian","39Italian","[ʉ]",0,0,0,347.4
"13741",21.5,"Male","Italian","39Italian","[i]",0,0,0,336.3
"13743",21.5,"Male","Italian","39Italian","[ʉ]",0,0,0,343.4
"13744",21.5,"Male","Italian","39Italian","[y]",6,0,1,364.5
"13747",21.5,"Male","Italian","39Italian","[ʉ]",3,0,1,581.8
"13748",21.5,"Male","Italian","39Italian","[y]",5,0,1,409.3
"13754",21.5,"Male","Italian","39Italian","[ʉ]",1,0,0,360.8
"13757",21.5,"Male","Italian","39Italian","[ʉ]",2,0,0,376.4
"13758",21.5,"Male","Italian","39Italian","[y]",2,0,0,482.3
"13767",21.5,"Male","Italian","39Italian","[u]",0,0,0,330.2
"13774",21.5,"Male","Italian","39Italian","[u]",6,0,1,415.1
"13775",21.5,"Male","Italian","39Italian","[y]",0,0,0,461.3
"13788",21.5,"Male","Italian","39Italian","[y]",0,0,0,376.6
"13792",21.5,"Male","Italian","39Italian","[u]",8,0,1,430.9
"13796",21.5,"Male","Italian","39Italian","[y]",8,0,1,206
"13797",21.5,"Male","Italian","39Italian","[u]",4,0,1,314.8
"13801",21.5,"Male","Italian","39Italian","[y]",7,0,1,228.4
"13804",21.5,"Male","Italian","39Italian","[u]",0,0,0,288.8
"13808",21.5,"Male","Italian","39Italian","[ʉ]",6,0,1,420.5
"13814",21.5,"Male","Italian","39Italian","[u]",7,0,1,639.5
"13820",21.5,"Male","Italian","39Italian","[i]",0,0,0,284.9
"13827",21.5,"Female","Italian","61Italian","[u]",3,0,1,904.5
"13832",21.5,"Female","Italian","61Italian","[u]",1,0,1,279.2
"13835",21.5,"Female","Italian","61Italian","[u]",6,0,1,405.2
"13852",21.5,"Female","Italian","61Italian","[ʉ]",2,0,0,640.2
"13854",21.5,"Female","Italian","61Italian","[ʉ]",4,0,1,409.4
"13860",21.5,"Female","Italian","61Italian","[y]",1,0,1,360.5
"13862",21.5,"Female","Italian","61Italian","[ʉ]",0,0,0,417.8
"13868",21.5,"Female","Italian","61Italian","[i]",0,0,0,479.8
"13873",21.5,"Female","Italian","61Italian","[ʉ]",3,0,1,654.5
