"","age","gender","lg","id","vowel","step","target","response","RT"
"5723",21.5,"Male","Italian","26Italian","[i]",6,0,1,413.6
"5724",21.5,"Male","Italian","26Italian","[i]",1,0,0,553.2
"5742",21.5,"Male","Italian","26Italian","[i]",0,0,0,322.1
"5746",21.5,"Male","Italian","26Italian","[ʉ]",5,0,1,785.1
"5749",21.5,"Male","Italian","26Italian","[i]",8,0,1,527.5
"5753",21.5,"Male","Italian","26Italian","[i]",2,0,0,112.7
"5758",21.5,"Male","Italian","26Italian","[u]",0,0,0,73.4
"5760",21.5,"Male","Italian","26Italian","[i]",4,0,0,296.7
"5764",35.5,"Female","Italian","17Italian","[y]",6,0,1,902.5
"5766",35.5,"Female","Italian","17Italian","[u]",0,0,1,862.3
"5768",35.5,"Female","Italian","17Italian","[i]",4,0,1,1033.7
"5775",35.5,"Female","Italian","17Italian","[y]",5,0,1,966.4
"5776",35.5,"Female","Italian","17Italian","[i]",0,0,0,457.6
"5782",35.5,"Female","Italian","17Italian","[i]",0,0,0,472.2
"5783",35.5,"Female","Italian","17Italian","[i]",7,0,1,490.1
"5784",35.5,"Female","Italian","17Italian","[y]",0,0,0,438
"5795",35.5,"Female","Italian","17Italian","[ʉ]",0,0,0,522.7
"5796",35.5,"Female","Italian","17Italian","[ʉ]",5,0,1,642.5
"5800",35.5,"Female","Italian","17Italian","[u]",0,0,0,465.2
"5802",35.5,"Female","Italian","17Italian","[i]",8,0,1,446.1
"5806",35.5,"Female","Italian","17Italian","[ʉ]",1,0,0,1034.8
"5811",35.5,"Female","Italian","17Italian","[i]",5,0,1,652.7
"5816",35.5,"Female","Italian","17Italian","[ʉ]",7,0,1,527.9
"5822",35.5,"Female","Italian","17Italian","[y]",3,0,1,610.3
"5823",35.5,"Female","Italian","17Italian","[i]",6,0,1,456.5
"5825",35.5,"Female","Italian","17Italian","[ʉ]",4,0,1,846.9
"5831",35.5,"Female","Italian","17Italian","[i]",1,0,0,923.1
"5835",35.5,"Female","Italian","17Italian","[y]",1,0,0,569.7
"5837",35.5,"Female","Italian","17Italian","[i]",3,0,1,404.6
"5842",35.5,"Female","Italian","17Italian","[y]",0,0,0,695.3
"5852",35.5,"Female","Italian","17Italian","[y]",4,0,1,480
"5853",35.5,"Female","Italian","17Italian","[ʉ]",0,0,0,450
"5874",35.5,"Female","Italian","17Italian","[i]",2,0,0,882.9
"5885",35.5,"Female","Italian","17Italian","[ʉ]",8,0,1,553
"5891",35.5,"Female","Italian","17Italian","[ʉ]",6,0,1,494.1
"5892",35.5,"Female","Italian","17Italian","[ʉ]",3,0,1,132.7
"5894",35.5,"Female","Italian","17Italian","[y]",2,0,1,407.3
"5898",35.5,"Female","Italian","17Italian","[ʉ]",2,0,1,623.4
"5912",21.5,"Male","Italian","39Italian","[y]",1,0,0,396.4
"5914",21.5,"Male","Italian","39Italian","[ʉ]",3,0,0,402.5
"5934",21.5,"Male","Italian","39Italian","[i]",4,0,0,375.5
"5938",21.5,"Male","Italian","39Italian","[i]",2,0,0,334.7
"5948",21.5,"Male","Italian","39Italian","[ʉ]",8,0,1,449.4
"5952",21.5,"Male","Italian","39Italian","[y]",3,0,1,443.7
"5954",21.5,"Male","Italian","39Italian","[y]",5,0,1,442.2
"5958",21.5,"Male","Italian","39Italian","[ʉ]",0,0,0,347.4
"5964",21.5,"Male","Italian","39Italian","[i]",7,0,1,402.6
"5965",21.5,"Male","Italian","39Italian","[i]",0,0,0,336.3
"5966",21.5,"Male","Italian","39Italian","[ʉ]",4,0,0,400.7
"5967",21.5,"Male","Italian","39Italian","[ʉ]",0,0,0,343.4
"5972",21.5,"Male","Italian","39Italian","[ʉ]",5,0,1,419.3
"5973",21.5,"Male","Italian","39Italian","[ʉ]",6,0,1,388.6
"5989",21.5,"Male","Italian","39Italian","[i]",1,0,0,514.8
"5991",21.5,"Male","Italian","39Italian","[u]",0,0,0,330.2
"5994",21.5,"Male","Italian","39Italian","[i]",8,0,1,421.5
"5998",21.5,"Male","Italian","39Italian","[y]",6,0,1,451.1
"5999",21.5,"Male","Italian","39Italian","[y]",0,0,0,461.3
"6000",21.5,"Male","Italian","39Italian","[y]",2,0,0,388.3
"6005",21.5,"Male","Italian","39Italian","[ʉ]",2,0,0,173.8
"6009",21.5,"Male","Italian","39Italian","[i]",5,0,1,896
"6012",21.5,"Male","Italian","39Italian","[y]",0,0,0,376.6
"6017",21.5,"Male","Italian","39Italian","[ʉ]",1,0,0,365.5
"6028",21.5,"Male","Italian","39Italian","[u]",0,0,0,288.8
"6032",21.5,"Male","Italian","39Italian","[i]",6,0,1,384.5
"6042",21.5,"Male","Italian","39Italian","[y]",4,0,1,402.6
"6044",21.5,"Male","Italian","39Italian","[i]",0,0,0,284.9
"6046",21.5,"Male","Italian","39Italian","[i]",3,0,1,362
"6047",21.5,"Male","Italian","39Italian","[ʉ]",7,0,1,501
"6059",21.5,"Female","Italian","61Italian","[y]",6,0,1,416.2
"6070",21.5,"Female","Italian","61Italian","[ʉ]",7,0,1,524
"6077",21.5,"Female","Italian","61Italian","[y]",3,0,1,923.3
"6086",21.5,"Female","Italian","61Italian","[ʉ]",0,0,0,417.8
"6089",21.5,"Female","Italian","61Italian","[ʉ]",8,0,1,549.8
"6090",21.5,"Female","Italian","61Italian","[ʉ]",2,0,0,414.1
"6091",21.5,"Female","Italian","61Italian","[ʉ]",1,0,0,502.5
"6092",21.5,"Female","Italian","61Italian","[i]",0,0,0,479.8
"6101",21.5,"Female","Italian","61Italian","[i]",4,0,1,415.1
"6107",21.5,"Female","Italian","61Italian","[i]",1,0,0,519
"6109",21.5,"Female","Italian","61Italian","[y]",4,0,0,622.8
"6117",21.5,"Female","Italian","61Italian","[i]",6,0,0,468.8
"6122",21.5,"Female","Italian","61Italian","[i]",7,0,0,454.5
"6124",21.5,"Female","Italian","61Italian","[ʉ]",0,0,0,468.3
"6130",21.5,"Female","Italian","61Italian","[y]",1,0,0,653.1
"6134",21.5,"Female","Italian","61Italian","[u]",0,0,0,313.9
"6145",21.5,"Female","Italian","61Italian","[i]",8,0,1,691.5
"6153",21.5,"Female","Italian","61Italian","[y]",2,0,1,482.3
"6155",21.5,"Female","Italian","61Italian","[i]",0,0,0,171.8
"6156",21.5,"Female","Italian","61Italian","[y]",0,0,0,361.6
"6158",21.5,"Female","Italian","61Italian","[u]",0,0,0,364.7
"6165",21.5,"Female","Italian","61Italian","[y]",5,0,1,437
"6166",21.5,"Female","Italian","61Italian","[i]",5,0,0,405.4
"6171",21.5,"Female","Italian","61Italian","[i]",3,0,0,552.3
"6173",21.5,"Female","Italian","61Italian","[ʉ]",4,0,1,481.6
"6178",21.5,"Female","Italian","61Italian","[ʉ]",3,0,1,420
"6179",21.5,"Female","Italian","61Italian","[y]",0,0,0,413.3
"6182",21.5,"Female","Italian","61Italian","[i]",2,0,0,348.9
"6184",21.5,"Female","Italian","61Italian","[ʉ]",6,0,1,477
"6185",21.5,"Female","Italian","61Italian","[ʉ]",5,0,1,517
"6199",21.5,"Male","Italian","60Italian","[i]",0,0,0,815.6
"6200",21.5,"Male","Italian","60Italian","[y]",4,0,1,213.1
"6204",21.5,"Male","Italian","60Italian","[y]",1,0,0,580.5
"6211",21.5,"Male","Italian","60Italian","[y]",6,0,1,514
"6215",21.5,"Male","Italian","60Italian","[ʉ]",5,0,1,572.8
"6216",21.5,"Male","Italian","60Italian","[u]",0,0,0,362.4
"6224",21.5,"Male","Italian","60Italian","[ʉ]",3,0,0,406.9
"6226",21.5,"Male","Italian","60Italian","[y]",0,0,0,630.5
"6227",21.5,"Male","Italian","60Italian","[y]",2,0,0,549.8
"6228",21.5,"Male","Italian","60Italian","[y]",5,0,0,602.7
"6231",21.5,"Male","Italian","60Italian","[ʉ]",0,0,0,666.7
"6239",21.5,"Male","Italian","60Italian","[y]",0,0,0,653.9
"6240",21.5,"Male","Italian","60Italian","[ʉ]",8,0,1,515.5
"6249",21.5,"Male","Italian","60Italian","[ʉ]",0,0,0,359
"6263",21.5,"Male","Italian","60Italian","[ʉ]",2,0,0,437.9
"6268",21.5,"Male","Italian","60Italian","[i]",5,0,1,400.1
"6274",21.5,"Male","Italian","60Italian","[ʉ]",4,0,1,685
"6278",21.5,"Male","Italian","60Italian","[ʉ]",1,0,0,673.2
"6281",21.5,"Male","Italian","60Italian","[i]",6,0,1,395
"6287",21.5,"Male","Italian","60Italian","[i]",2,0,1,678
"6290",21.5,"Male","Italian","60Italian","[ʉ]",6,0,0,931.8
"6295",21.5,"Male","Italian","60Italian","[i]",7,0,1,412.2
"6299",21.5,"Male","Italian","60Italian","[u]",0,0,0,329.4
"6309",21.5,"Male","Italian","60Italian","[ʉ]",7,0,1,457.1
"6317",21.5,"Male","Italian","60Italian","[i]",3,0,0,377.5
"6320",21.5,"Male","Italian","60Italian","[y]",3,0,1,397
"6323",21.5,"Male","Italian","60Italian","[i]",1,0,0,355.7
"6328",21.5,"Male","Italian","60Italian","[i]",8,0,1,427.5
"6329",21.5,"Male","Italian","60Italian","[i]",4,0,1,399.8
"6335",21.5,"Male","Italian","60Italian","[i]",0,0,0,290.6
"6338",35.5,"Male","Italian","74Italian","[i]",2,0,0,433.5
"6341",35.5,"Male","Italian","74Italian","[i]",5,0,0,296.1
"6342",35.5,"Male","Italian","74Italian","[y]",3,0,0,309.3
"6353",35.5,"Male","Italian","74Italian","[ʉ]",8,0,1,430.4
"6355",35.5,"Male","Italian","74Italian","[i]",0,0,0,345
"6356",35.5,"Male","Italian","74Italian","[i]",6,0,1,406.8
"6358",35.5,"Male","Italian","74Italian","[y]",2,0,0,425.6
"6368",35.5,"Male","Italian","74Italian","[i]",4,0,0,361.1
"6369",35.5,"Male","Italian","74Italian","[y]",0,0,0,667.5
"6376",35.5,"Male","Italian","74Italian","[u]",0,0,0,490.9
"6384",35.5,"Male","Italian","74Italian","[i]",8,0,1,387.9
"6396",35.5,"Male","Italian","74Italian","[ʉ]",1,0,0,347.5
"6404",35.5,"Male","Italian","74Italian","[y]",4,0,0,345.6
"6411",35.5,"Male","Italian","74Italian","[ʉ]",3,0,1,255.7
"6416",35.5,"Male","Italian","74Italian","[y]",1,0,0,314.4
"6419",35.5,"Male","Italian","74Italian","[u]",0,0,0,295.4
"6422",35.5,"Male","Italian","74Italian","[y]",6,0,1,403.2
"6434",35.5,"Male","Italian","74Italian","[ʉ]",2,0,1,349.9
"6439",35.5,"Male","Italian","74Italian","[y]",0,0,0,467.3
"6447",35.5,"Male","Italian","74Italian","[ʉ]",6,0,1,462.3
"6448",35.5,"Male","Italian","74Italian","[i]",7,0,1,324.1
"6449",35.5,"Male","Italian","74Italian","[ʉ]",7,0,1,218.9
"6464",35.5,"Male","Italian","74Italian","[ʉ]",5,0,1,429.2
"6465",35.5,"Male","Italian","74Italian","[i]",0,0,0,332
"6466",35.5,"Male","Italian","74Italian","[i]",3,0,1,357.8
"6467",35.5,"Male","Italian","74Italian","[ʉ]",4,0,1,402.5
"6470",35.5,"Male","Italian","74Italian","[ʉ]",0,0,0,378.7
"6472",35.5,"Male","Italian","74Italian","[i]",1,0,0,339
"6473",35.5,"Male","Italian","74Italian","[y]",5,0,1,403
"6477",35.5,"Male","Italian","74Italian","[ʉ]",0,0,0,319.7
"6482",35.5,"Female","Italian","88Italian","[i]",4,0,1,334
"6484",35.5,"Female","Italian","88Italian","[ʉ]",5,0,1,852
"6491",35.5,"Female","Italian","88Italian","[ʉ]",7,0,1,723
"6497",35.5,"Female","Italian","88Italian","[y]",0,0,0,469
"6499",35.5,"Female","Italian","88Italian","[ʉ]",2,0,0,449
"6500",35.5,"Female","Italian","88Italian","[ʉ]",4,0,1,696
"6511",35.5,"Female","Italian","88Italian","[ʉ]",3,0,0,375
"6516",35.5,"Female","Italian","88Italian","[i]",3,0,1,485
"6518",35.5,"Female","Italian","88Italian","[y]",0,0,0,613
"6522",35.5,"Female","Italian","88Italian","[y]",2,0,0,848
"6525",35.5,"Female","Italian","88Italian","[i]",8,0,1,856
"6528",35.5,"Female","Italian","88Italian","[i]",7,0,1,759
"6547",35.5,"Female","Italian","88Italian","[y]",3,0,0,618
"6550",35.5,"Female","Italian","88Italian","[ʉ]",6,0,1,738
"6555",35.5,"Female","Italian","88Italian","[i]",5,0,1,397
"6560",35.5,"Female","Italian","88Italian","[y]",6,0,1,773
"6568",35.5,"Female","Italian","88Italian","[i]",0,0,0,432
"6572",35.5,"Female","Italian","88Italian","[ʉ]",8,0,1,740
"6582",35.5,"Female","Italian","88Italian","[u]",0,0,0,896
"6586",35.5,"Female","Italian","88Italian","[i]",0,0,0,494
"6590",35.5,"Female","Italian","88Italian","[ʉ]",0,0,0,1021
"6592",35.5,"Female","Italian","88Italian","[y]",5,0,1,650
"6593",35.5,"Female","Italian","88Italian","[i]",2,0,1,167
"6600",35.5,"Female","Italian","88Italian","[y]",4,0,0,524
"6601",35.5,"Female","Italian","88Italian","[i]",1,0,0,341
"6602",35.5,"Female","Italian","88Italian","[u]",0,0,0,569
"6603",35.5,"Female","Italian","88Italian","[y]",1,0,0,621
"6607",35.5,"Female","Italian","88Italian","[ʉ]",0,0,0,518
"6609",35.5,"Female","Italian","88Italian","[ʉ]",1,0,0,438
"6616",35.5,"Female","Italian","88Italian","[i]",6,0,1,712
"6626",35.5,"Female","Italian","72Italian","[ʉ]",0,0,0,596
"6629",35.5,"Female","Italian","72Italian","[y]",6,0,1,649.2
"6635",35.5,"Female","Italian","72Italian","[u]",0,0,0,643.8
"6639",35.5,"Female","Italian","72Italian","[i]",3,0,0,463.8
"6641",35.5,"Female","Italian","72Italian","[ʉ]",8,0,1,434.4
"6646",35.5,"Female","Italian","72Italian","[i]",8,0,1,156.8
"6649",35.5,"Female","Italian","72Italian","[i]",5,0,1,123.6
"6650",35.5,"Female","Italian","72Italian","[y]",4,0,1,677.6
"6652",35.5,"Female","Italian","72Italian","[y]",0,0,0,462.1
"6657",35.5,"Female","Italian","72Italian","[y]",5,0,1,516
"6667",35.5,"Female","Italian","72Italian","[i]",1,0,0,355.1
"6673",35.5,"Female","Italian","72Italian","[ʉ]",4,0,1,734.1
"6679",35.5,"Female","Italian","72Italian","[y]",3,0,1,521.1
"6681",35.5,"Female","Italian","72Italian","[ʉ]",6,0,1,930.9
"6688",35.5,"Female","Italian","72Italian","[y]",2,0,0,499.3
"6696",35.5,"Female","Italian","72Italian","[ʉ]",1,0,0,429.8
"6700",35.5,"Female","Italian","72Italian","[u]",0,0,0,336.6
"6702",35.5,"Female","Italian","72Italian","[ʉ]",5,0,0,418.6
"6720",35.5,"Female","Italian","72Italian","[ʉ]",7,0,1,624.4
"6723",35.5,"Female","Italian","72Italian","[ʉ]",0,0,0,436.3
"6727",35.5,"Female","Italian","72Italian","[i]",6,0,1,468.8
"6730",35.5,"Female","Italian","72Italian","[ʉ]",2,0,0,695.6
"6731",35.5,"Female","Italian","72Italian","[y]",1,0,0,738.3
"6732",35.5,"Female","Italian","72Italian","[i]",7,0,1,820
"6735",35.5,"Female","Italian","72Italian","[i]",4,0,1,985.5
"6737",35.5,"Female","Italian","72Italian","[ʉ]",3,0,1,157.3
"6738",35.5,"Female","Italian","72Italian","[i]",0,0,0,439.3
"6742",35.5,"Female","Italian","72Italian","[i]",0,0,0,434.6
"6745",35.5,"Female","Italian","72Italian","[y]",0,0,0,471.3
"6760",35.5,"Female","Italian","72Italian","[i]",2,0,0,274.1
"6769",21.5,"Female","Italian","66Italian","[ʉ]",6,0,1,655.1
"6775",21.5,"Female","Italian","66Italian","[i]",6,0,1,473.9
"6777",21.5,"Female","Italian","66Italian","[y]",0,0,0,630.6
"6778",21.5,"Female","Italian","66Italian","[y]",3,0,1,439.9
"6779",21.5,"Female","Italian","66Italian","[ʉ]",2,0,0,475
"6783",21.5,"Female","Italian","66Italian","[i]",2,0,0,380.5
"6800",21.5,"Female","Italian","66Italian","[ʉ]",7,0,1,519.2
"6801",21.5,"Female","Italian","66Italian","[i]",0,0,0,125.4
"6805",21.5,"Female","Italian","66Italian","[ʉ]",8,0,1,423.4
"6807",21.5,"Female","Italian","66Italian","[u]",0,0,0,380.7
"6812",21.5,"Female","Italian","66Italian","[i]",8,0,1,604.5
"6815",21.5,"Female","Italian","66Italian","[ʉ]",0,0,0,309.4
"6824",21.5,"Female","Italian","66Italian","[y]",4,0,1,147.3
"6832",21.5,"Female","Italian","66Italian","[u]",0,0,0,351.4
"6837",21.5,"Female","Italian","66Italian","[y]",2,0,0,387.3
"6841",21.5,"Female","Italian","66Italian","[ʉ]",0,0,0,473.4
"6843",21.5,"Female","Italian","66Italian","[y]",5,0,1,457.3
"6844",21.5,"Female","Italian","66Italian","[i]",7,0,1,428.1
"6853",21.5,"Female","Italian","66Italian","[y]",0,0,0,371.9
"6858",21.5,"Female","Italian","66Italian","[ʉ]",3,0,0,425.9
"6870",21.5,"Female","Italian","66Italian","[i]",0,0,0,359.5
"6871",21.5,"Female","Italian","66Italian","[i]",4,0,1,361.5
"6882",21.5,"Female","Italian","66Italian","[i]",3,0,1,534.1
"6891",21.5,"Female","Italian","66Italian","[i]",1,0,0,385.2
"6893",21.5,"Female","Italian","66Italian","[i]",5,0,1,539.5
"6894",21.5,"Female","Italian","66Italian","[y]",1,0,0,412
"6896",21.5,"Female","Italian","66Italian","[ʉ]",5,0,1,434.4
"6898",21.5,"Female","Italian","66Italian","[y]",6,0,1,425.8
"6900",21.5,"Female","Italian","66Italian","[ʉ]",1,0,0,384.1
"6905",21.5,"Female","Italian","66Italian","[ʉ]",4,0,1,840.1
"6913",21.5,"Female","Italian","58Italian","[i]",2,0,1,1005.2
"6917",21.5,"Female","Italian","58Italian","[y]",0,0,0,405.3
"6924",21.5,"Female","Italian","58Italian","[ʉ]",0,0,0,296.6
"6930",21.5,"Female","Italian","58Italian","[ʉ]",1,0,0,403.7
"6934",21.5,"Female","Italian","58Italian","[ʉ]",6,0,1,440
"6940",21.5,"Female","Italian","58Italian","[i]",3,0,1,365.6
"6943",21.5,"Female","Italian","58Italian","[i]",4,0,1,398.4
"6944",21.5,"Female","Italian","58Italian","[y]",6,0,1,650.4
"6951",21.5,"Female","Italian","58Italian","[i]",0,0,0,358.1
"6957",21.5,"Female","Italian","58Italian","[i]",0,0,0,328.8
"6960",21.5,"Female","Italian","58Italian","[ʉ]",8,0,1,499.1
"6974",21.5,"Female","Italian","58Italian","[y]",4,0,1,423.6
"6977",21.5,"Female","Italian","58Italian","[y]",5,0,1,453.3
"6980",21.5,"Female","Italian","58Italian","[ʉ]",3,0,1,550.2
"6984",21.5,"Female","Italian","58Italian","[y]",1,0,0,517.1
"6992",21.5,"Female","Italian","58Italian","[i]",7,0,0,752.8
"6997",21.5,"Female","Italian","58Italian","[ʉ]",0,0,0,344.7
"7001",21.5,"Female","Italian","58Italian","[ʉ]",7,0,1,524.8
"7010",21.5,"Female","Italian","58Italian","[ʉ]",2,0,0,388.1
"7011",21.5,"Female","Italian","58Italian","[ʉ]",4,0,1,413
"7012",21.5,"Female","Italian","58Italian","[y]",0,0,0,368.6
"7020",21.5,"Female","Italian","58Italian","[i]",1,0,0,326.5
"7026",21.5,"Female","Italian","58Italian","[u]",0,0,0,577.9
"7028",21.5,"Female","Italian","58Italian","[i]",8,0,1,462
"7034",21.5,"Female","Italian","58Italian","[y]",2,0,1,416.6
"7035",21.5,"Female","Italian","58Italian","[i]",5,0,1,398.9
"7038",21.5,"Female","Italian","58Italian","[ʉ]",5,0,1,462.8
"7040",21.5,"Female","Italian","58Italian","[i]",6,0,1,465.4
"7047",21.5,"Female","Italian","58Italian","[u]",0,0,0,594
"7053",21.5,"Female","Italian","58Italian","[y]",3,0,1,438.2
"7057",35.5,"Male","Italian","59Italian","[y]",0,0,0,600.8
"7061",35.5,"Male","Italian","59Italian","[ʉ]",3,0,0,485
"7082",35.5,"Male","Italian","59Italian","[u]",0,0,0,389.3
"7083",35.5,"Male","Italian","59Italian","[i]",2,0,0,320.5
"7085",35.5,"Male","Italian","59Italian","[y]",0,0,0,353.5
"7088",35.5,"Male","Italian","59Italian","[i]",3,0,1,469.3
"7091",35.5,"Male","Italian","59Italian","[ʉ]",5,0,0,387.8
"7098",35.5,"Male","Italian","59Italian","[y]",2,0,0,371.5
"7112",35.5,"Male","Italian","59Italian","[y]",1,0,0,381.9
"7115",35.5,"Male","Italian","59Italian","[i]",0,0,0,306.2
"7120",35.5,"Male","Italian","59Italian","[u]",0,0,0,355.5
"7123",35.5,"Male","Italian","59Italian","[ʉ]",0,0,0,402.5
"7129",35.5,"Male","Italian","59Italian","[i]",7,0,0,821.6
"7133",35.5,"Male","Italian","59Italian","[ʉ]",4,0,0,422.6
"7137",35.5,"Male","Italian","59Italian","[ʉ]",2,0,0,413.9
"7141",35.5,"Male","Italian","59Italian","[ʉ]",6,0,0,440.2
"7148",35.5,"Male","Italian","59Italian","[y]",5,0,0,690.9
"7151",35.5,"Male","Italian","59Italian","[y]",6,0,1,645.6
"7156",35.5,"Male","Italian","59Italian","[ʉ]",0,0,0,282.5
"7160",35.5,"Male","Italian","59Italian","[i]",1,0,0,336.4
"7167",35.5,"Male","Italian","59Italian","[i]",5,0,1,389
"7168",35.5,"Male","Italian","59Italian","[i]",4,0,0,373.8
"7170",35.5,"Male","Italian","59Italian","[y]",4,0,1,500.3
"7174",35.5,"Male","Italian","59Italian","[i]",8,0,1,415
"7177",35.5,"Male","Italian","59Italian","[i]",6,0,0,401
"7178",35.5,"Male","Italian","59Italian","[i]",0,0,0,390.9
"7180",35.5,"Male","Italian","59Italian","[y]",3,0,1,582.1
"7185",35.5,"Male","Italian","59Italian","[ʉ]",8,0,1,915.4
"7191",35.5,"Male","Italian","59Italian","[ʉ]",7,0,1,704.8
"7196",35.5,"Male","Italian","59Italian","[ʉ]",1,0,0,473.6
"7201",21.5,"Female","Italian","71Italian","[u]",0,0,0,518.3
"7208",21.5,"Female","Italian","71Italian","[i]",0,0,0,333.2
"7209",21.5,"Female","Italian","71Italian","[i]",7,0,1,419.4
"7211",21.5,"Female","Italian","71Italian","[ʉ]",3,0,0,460.1
"7213",21.5,"Female","Italian","71Italian","[u]",0,0,0,328.9
"7215",21.5,"Female","Italian","71Italian","[ʉ]",8,0,1,448.8
"7222",21.5,"Female","Italian","71Italian","[y]",2,0,1,370.2
"7225",21.5,"Female","Italian","71Italian","[y]",0,0,0,338.9
"7227",21.5,"Female","Italian","71Italian","[i]",0,0,0,303.5
"7242",21.5,"Female","Italian","71Italian","[ʉ]",4,0,1,418.5
"7247",21.5,"Female","Italian","71Italian","[ʉ]",6,0,1,516.3
"7249",21.5,"Female","Italian","71Italian","[ʉ]",1,0,0,418.9
"7250",21.5,"Female","Italian","71Italian","[y]",0,0,0,465.3
"7262",21.5,"Female","Italian","71Italian","[ʉ]",5,0,1,464.6
"7267",21.5,"Female","Italian","71Italian","[ʉ]",7,0,1,418.7
"7270",21.5,"Female","Italian","71Italian","[i]",1,0,0,352.1
"7271",21.5,"Female","Italian","71Italian","[y]",4,0,1,355.6
"7283",21.5,"Female","Italian","71Italian","[i]",3,0,0,422.5
"7284",21.5,"Female","Italian","71Italian","[y]",1,0,0,329.8
"7292",21.5,"Female","Italian","71Italian","[y]",3,0,1,336.1
"7296",21.5,"Female","Italian","71Italian","[i]",8,0,1,386.2
"7300",21.5,"Female","Italian","71Italian","[i]",5,0,1,396.8
"7303",21.5,"Female","Italian","71Italian","[i]",4,0,1,366.4
"7304",21.5,"Female","Italian","71Italian","[ʉ]",0,0,0,351.4
"7317",21.5,"Female","Italian","71Italian","[y]",5,0,1,391
"7323",21.5,"Female","Italian","71Italian","[ʉ]",2,0,1,424
"7328",21.5,"Female","Italian","71Italian","[i]",6,0,1,361.3
"7336",21.5,"Female","Italian","71Italian","[i]",2,0,0,225.7
"7338",21.5,"Female","Italian","71Italian","[ʉ]",0,0,0,383.3
"7339",21.5,"Female","Italian","71Italian","[y]",6,0,1,404.9
"7351",21.5,"Female","Italian","50Italian","[u]",0,0,0,401.2
"7361",21.5,"Female","Italian","50Italian","[u]",0,0,0,354.1
"7366",21.5,"Female","Italian","50Italian","[ʉ]",0,0,0,441.5
"7367",21.5,"Female","Italian","50Italian","[ʉ]",0,0,0,354.4
"7371",21.5,"Female","Italian","50Italian","[ʉ]",5,0,1,444.8
"7373",21.5,"Female","Italian","50Italian","[y]",6,0,1,357.8
"7377",21.5,"Female","Italian","50Italian","[i]",1,0,0,328.9
"7382",21.5,"Female","Italian","50Italian","[i]",0,0,0,395.7
"7385",21.5,"Female","Italian","50Italian","[ʉ]",1,0,0,180.1
"7390",21.5,"Female","Italian","50Italian","[y]",4,0,1,376.4
"7392",21.5,"Female","Italian","50Italian","[ʉ]",2,0,0,286.7
"7396",21.5,"Female","Italian","50Italian","[ʉ]",7,0,1,494.3
"7400",21.5,"Female","Italian","50Italian","[ʉ]",8,0,1,496.4
"7401",21.5,"Female","Italian","50Italian","[y]",3,0,1,617.9
"7406",21.5,"Female","Italian","50Italian","[y]",0,0,0,463.5
"7411",21.5,"Female","Italian","50Italian","[y]",0,0,1,269.7
"7415",21.5,"Female","Italian","50Italian","[i]",0,0,0,408.7
"7418",21.5,"Female","Italian","50Italian","[ʉ]",3,0,0,684.8
"7425",21.5,"Female","Italian","50Italian","[i]",5,0,0,857.2
